Application,Channel,Clicks,Contact,Conversions,Date,Download,Free Trial,Impressions,Market,Other Activity,Other Dynamic Floodlight,Product,Publisher,Purchase,Social Platform Conversions,Solution,Spend,Spend Local
0,DISPLAY,546,0,2,2018-12-20,0,2,244478,ES,1542,7,Small Business,RTBNEO ,0,0,Small Business,586.2071621,681.636235
0,DISPLAY,0,0,1,2018-12-20,0,1,0,ES,128,0,Small Business,infoautonomos.com,0,0,Small Business,0,0
0,DISPLAY,2,0,0,2018-12-21,0,0,5740,ES,25,0,Small Business,ES.CePymeNews.OMD,0,0,Small Business,138.2192,160.72
0,DISPLAY,0,0,0,2018-12-21,0,0,0,ES,17,0,Small Business,El Economista.es,0,0,Small Business,0,0
0,DISPLAY,0,0,0,2018-12-21,0,0,0,ES,14,0,Small Business,ElBlogSalmon,0,0,Small Business,0,0
0,DISPLAY,0,0,0,2018-12-21,0,0,1825,ES,17,0,Small Business,Expansion,0,0,Small Business,13.34286474,15.514959
0,DISPLAY,227,0,0,2018-12-21,0,0,0,ES,169,0,Small Business,PMPSoftonic,0,0,Small Business,78.088,90.8
0,DISPLAY,0,0,0,2018-12-21,0,0,1,ES,0,0,Small Business,PremiumExponential,0,0,Small Business,0.00688,0.008
0,DISPLAY,2,0,0,2018-12-21,0,0,1141,ES,59,1,Small Business,Pymes y Autonomos,0,0,Small Business,5.88756,6.846
0,DISPLAY,575,0,3,2018-12-21,0,3,241060,ES,1118,10,Small Business,RTBNEO ,0,0,Small Business,578.2914899,672.431965
0,DISPLAY,0,1,1,2018-12-21,0,0,0,ES,90,2,Small Business,infoautonomos.com,0,0,Small Business,0,0
0,DISPLAY,3,0,0,2018-12-22,0,0,3903,ES,8,0,Small Business,ES.CePymeNews.OMD,0,0,Small Business,93.98424,109.284
0,DISPLAY,0,0,0,2018-12-22,0,0,0,ES,5,0,Small Business,ElBlogSalmon,0,0,Small Business,0,0
0,DISPLAY,1,0,0,2018-12-22,0,0,903,ES,14,0,Small Business,Expansion,0,0,Small Business,6.60197576,7.676716
0,DISPLAY,239,0,0,2018-12-22,0,0,0,ES,169,0,Small Business,PMPSoftonic,0,0,Small Business,82.216,95.6
0,DISPLAY,4,0,0,2018-12-22,0,0,1266,ES,30,2,Small Business,Pymes y Autonomos,0,0,Small Business,6.53256,7.596
0,DISPLAY,733,0,0,2018-12-22,0,0,244584,ES,602,1,Small Business,RTBNEO ,0,0,Small Business,569.1088511,661.754478
0,DISPLAY,0,0,0,2018-12-22,0,0,0,ES,14,0,Small Business,infoautonomos.com,0,0,Small Business,0,0
0,DISPLAY,2,0,0,2018-12-23,0,0,4092,ES,9,0,Small Business,ES.CePymeNews.OMD,0,0,Small Business,98.53536,114.576
0,DISPLAY,0,0,0,2018-12-23,0,0,0,ES,2,0,Small Business,El Economista.es,0,0,Small Business,0,0
0,DISPLAY,0,0,0,2018-12-23,0,0,0,ES,3,0,Small Business,ElBlogSalmon,0,0,Small Business,0,0
0,DISPLAY,0,0,0,2018-12-23,0,0,962,ES,3,0,Small Business,Expansion,0,0,Small Business,7.0333337,8.178295
0,DISPLAY,265,0,0,2018-12-23,0,0,0,ES,186,3,Small Business,PMPSoftonic,0,0,Small Business,91.16,106
0,DISPLAY,0,0,0,2018-12-23,0,0,0,ES,3,0,Small Business,PremiumExponential,0,0,Small Business,0,0
0,DISPLAY,1,0,0,2018-12-23,0,0,1279,ES,19,0,Small Business,Pymes y Autonomos,0,0,Small Business,6.59964,7.674
0,DISPLAY,729,0,1,2018-12-23,1,0,238891,ES,646,5,Small Business,RTBNEO ,0,0,Small Business,566.2801743,658.465319
0,DISPLAY,0,0,0,2018-12-23,0,0,0,ES,13,0,Small Business,infoautonomos.com,0,0,Small Business,0,0
0,DISPLAY,5,0,0,2018-12-24,0,0,3320,ES,14,0,Small Business,ES.CePymeNews.OMD,0,0,Small Business,79.9456,92.96
0,DISPLAY,0,0,0,2018-12-24,0,0,0,ES,31,2,Small Business,El Economista.es,0,0,Small Business,0,0
0,DISPLAY,0,0,0,2018-12-24,0,0,0,ES,10,0,Small Business,ElBlogSalmon,0,0,Small Business,0,0
0,DISPLAY,3,0,0,2018-12-24,0,0,2540,ES,6,0,Small Business,Expansion,0,0,Small Business,18.57034378,21.593423
0,DISPLAY,223,0,0,2018-12-24,0,0,0,ES,141,0,Small Business,PMPSoftonic,0,0,Small Business,76.712,89.2
0,DISPLAY,0,0,0,2018-12-24,0,0,1,ES,0,0,Small Business,PremiumExponential,0,0,Small Business,0.00688,0.008
0,DISPLAY,0,0,0,2018-12-24,0,0,852,ES,28,0,Small Business,Pymes y Autonomos,0,0,Small Business,4.39632,5.112
0,DISPLAY,802,1,1,2018-12-24,0,0,232407,ES,692,3,Small Business,RTBNEO ,0,0,Small Business,559.0872246,650.101424
0,DISPLAY,0,0,0,2018-12-24,0,0,0,ES,41,0,Small Business,infoautonomos.com,0,0,Small Business,0,0
0,DISPLAY,3,0,0,2018-12-25,0,0,2886,ES,7,0,Small Business,ES.CePymeNews.OMD,0,0,Small Business,69.49488,80.808
0,DISPLAY,0,0,0,2018-12-25,0,0,0,ES,2,0,Small Business,El Economista.es,0,0,Small Business,0,0
0,DISPLAY,0,3,3,2018-12-25,0,0,0,ES,3,0,Small Business,ElBlogSalmon,0,0,Small Business,0,0
0,DISPLAY,4,0,0,2018-12-25,0,0,2210,ES,5,0,Small Business,Expansion,0,0,Small Business,16.15766022,18.787977
0,DISPLAY,228,0,0,2018-12-25,0,0,0,ES,150,0,Small Business,PMPSoftonic,0,0,Small Business,78.432,91.2
0,DISPLAY,0,0,0,2018-12-25,0,0,1,ES,0,0,Small Business,PremiumExponential,0,0,Small Business,0.00688,0.008
0,DISPLAY,0,0,0,2018-12-25,0,0,1356,ES,12,0,Small Business,Pymes y Autonomos,0,0,Small Business,6.99696,8.136
0,DISPLAY,665,0,0,2018-12-25,0,0,230611,ES,500,0,Small Business,RTBNEO ,0,0,Small Business,558.0604878,648.907544
0,DISPLAY,0,0,0,2018-12-25,0,0,0,ES,9,0,Small Business,infoautonomos.com,0,0,Small Business,0,0
0,DISPLAY,11,0,0,2018-12-26,0,0,6350,ES,48,0,Small Business,ES.CePymeNews.OMD,0,0,Small Business,152.908,177.8
0,DISPLAY,0,0,0,2018-12-26,0,0,0,ES,24,0,Small Business,El Economista.es,0,0,Small Business,0,0
0,DISPLAY,0,0,0,2018-12-26,0,0,0,ES,9,0,Small Business,ElBlogSalmon,0,0,Small Business,0,0
0,DISPLAY,5,0,0,2018-12-26,0,0,4238,ES,36,0,Small Business,Expansion,0,0,Small Business,30.98469146,36.028711
0,DISPLAY,247,0,0,2018-12-26,0,0,0,ES,166,0,Small Business,PMPSoftonic,0,0,Small Business,84.968,98.8
0,DISPLAY,2,0,0,2018-12-26,0,0,5306,ES,96,0,Small Business,Pymes y Autonomos,0,0,Small Business,27.37896,31.836
0,DISPLAY,607,0,3,2018-12-26,0,3,243257,ES,1199,3,Small Business,RTBNEO ,0,0,Small Business,570.382696,663.235693
0,DISPLAY,0,0,1,2018-12-26,0,1,0,ES,93,1,Small Business,infoautonomos.com,0,0,Small Business,0,0
0,DISPLAY,1,0,0,2018-12-27,0,0,7031,ES,46,0,Small Business,ES.CePymeNews.OMD,0,0,Small Business,169.30648,196.868
0,DISPLAY,0,0,0,2018-12-27,0,0,5,ES,23,0,Small Business,El Economista.es,0,0,Small Business,0.086,0.1
0,DISPLAY,0,0,0,2018-12-27,0,0,0,ES,27,0,Small Business,ElBlogSalmon,0,0,Small Business,0,0
0,DISPLAY,6,0,0,2018-12-27,0,0,4834,ES,22,0,Small Business,Expansion,0,0,Small Business,35.34214204,41.095514
0,DISPLAY,250,0,0,2018-12-27,0,0,0,ES,150,0,Small Business,PMPSoftonic,0,0,Small Business,86,100
0,DISPLAY,0,0,0,2018-12-27,0,0,1,ES,0,0,Small Business,PremiumExponential,0,0,Small Business,0.00688,0.008
0,DISPLAY,5,0,0,2018-12-27,0,0,1823,ES,84,0,Small Business,Pymes y Autonomos,0,0,Small Business,9.40668,10.938
0,DISPLAY,615,1,2,2018-12-27,0,1,246409,ES,1345,3,Small Business,RTBNEO ,0,0,Small Business,575.5717021,669.269421
0,DISPLAY,0,0,0,2018-12-27,0,0,0,ES,123,0,Small Business,infoautonomos.com,0,0,Small Business,0,0
0,DISPLAY,10,0,0,2018-12-28,0,0,5626,ES,42,3,Small Business,ES.CePymeNews.OMD,0,0,Small Business,135.47408,157.528
0,DISPLAY,0,0,0,2018-12-28,0,0,0,ES,15,0,Small Business,El Economista.es,0,0,Small Business,0,0
0,DISPLAY,0,0,0,2018-12-28,0,0,0,ES,13,0,Small Business,ElBlogSalmon,0,0,Small Business,0,0
0,DISPLAY,3,0,0,2018-12-28,0,0,2729,ES,23,0,Small Business,Expansion,0,0,Small Business,19.95215136,23.200176
0,DISPLAY,269,0,0,2018-12-28,0,0,0,ES,177,0,Small Business,PMPSoftonic,0,0,Small Business,92.536,107.6
0,DISPLAY,0,0,0,2018-12-28,0,0,1,ES,1,0,Small Business,PremiumExponential,0,0,Small Business,0.00688,0.008
0,DISPLAY,0,0,0,2018-12-28,0,0,305,ES,55,0,Small Business,Pymes y Autonomos,0,0,Small Business,1.5738,1.83
0,DISPLAY,630,0,4,2018-12-28,0,4,242475,ES,1275,2,Small Business,RTBNEO ,0,0,Small Business,578.9518538,673.19983
0,DISPLAY,0,0,0,2018-12-28,0,0,0,ES,85,0,Small Business,infoautonomos.com,0,0,Small Business,0,0
0,DISPLAY,4,0,0,2018-12-29,0,0,3234,ES,26,0,Small Business,ES.CePymeNews.OMD,0,0,Small Business,77.87472,90.552
0,DISPLAY,0,0,0,2018-12-29,0,0,0,ES,2,0,Small Business,El Economista.es,0,0,Small Business,0,0
0,DISPLAY,0,0,0,2018-12-29,0,0,0,ES,4,0,Small Business,ElBlogSalmon,0,0,Small Business,0,0
0,DISPLAY,2,0,0,2018-12-29,0,0,1300,ES,7,0,Small Business,Expansion,0,0,Small Business,9.50450586,11.051751
0,DISPLAY,250,0,0,2018-12-29,0,0,0,ES,166,2,Small Business,PMPSoftonic,0,0,Small Business,86,100
0,DISPLAY,0,0,0,2018-12-29,0,0,1,ES,0,0,Small Business,PremiumExponential,0,0,Small Business,0.00688,0.008
0,DISPLAY,0,0,0,2018-12-29,0,0,204,ES,29,0,Small Business,Pymes y Autonomos,0,0,Small Business,1.05264,1.224
0,DISPLAY,727,0,0,2018-12-29,0,0,233428,ES,653,3,Small Business,RTBNEO ,0,0,Small Business,560.544044,651.7954
0,DISPLAY,0,0,0,2018-12-29,0,0,0,ES,19,0,Small Business,infoautonomos.com,0,0,Small Business,0,0
0,DISPLAY,4,0,0,2018-12-30,0,0,3423,ES,15,0,Small Business,ES.CePymeNews.OMD,0,0,Small Business,82.42584,95.844
0,DISPLAY,0,0,0,2018-12-30,0,0,0,ES,1,0,Small Business,El Economista.es,0,0,Small Business,0,0
0,DISPLAY,0,0,0,2018-12-30,0,0,0,ES,6,0,Small Business,ElBlogSalmon,0,0,Small Business,0,0
0,DISPLAY,1,0,0,2018-12-30,0,0,1082,ES,7,0,Small Business,Expansion,0,0,Small Business,7.91067302,9.198457
0,DISPLAY,251,0,0,2018-12-30,0,0,0,ES,160,0,Small Business,PMPSoftonic,0,0,Small Business,86.344,100.4
0,DISPLAY,0,0,0,2018-12-30,0,0,200,ES,16,0,Small Business,Pymes y Autonomos,0,0,Small Business,1.032,1.2
0,DISPLAY,730,0,0,2018-12-30,0,0,232724,ES,693,1,Small Business,RTBNEO ,0,0,Small Business,561.7460497,653.193081
0,DISPLAY,0,0,0,2018-12-30,0,0,0,ES,25,0,Small Business,infoautonomos.com,0,0,Small Business,0,0
0,DISPLAY,1,0,0,2018-12-31,0,0,3037,ES,30,1,Small Business,ES.CePymeNews.OMD,0,0,Small Business,73.13096,85.036
0,DISPLAY,0,0,0,2018-12-31,0,0,0,ES,4,0,Small Business,El Economista.es,0,0,Small Business,0,0
0,DISPLAY,0,0,0,2018-12-31,0,0,0,ES,1,0,Small Business,ElBlogSalmon,0,0,Small Business,0,0
0,DISPLAY,2,0,0,2018-12-31,0,0,2639,ES,8,0,Small Business,Expansion,0,0,Small Business,19.2941473,22.435055
0,DISPLAY,239,0,0,2018-12-31,0,0,0,ES,152,0,Small Business,PMPSoftonic,0,0,Small Business,82.216,95.6
0,DISPLAY,0,0,0,2018-12-31,0,0,1,ES,0,0,Small Business,PremiumExponential,0,0,Small Business,0.00688,0.008
0,DISPLAY,3,0,0,2018-12-31,0,0,2717,ES,35,0,Small Business,Pymes y Autonomos,0,0,Small Business,14.01972,16.302
0,DISPLAY,761,0,0,2018-12-31,0,0,235471,ES,905,1,Small Business,RTBNEO ,0,0,Small Business,559.4809412,650.559234
0,DISPLAY,0,0,0,2018-12-31,0,0,0,ES,23,0,Small Business,infoautonomos.com,0,0,Small Business,0,0
0,DISPLAY,36,0,0,2018-12-01,0,0,503,ES,25,0,Small Segment Accounting Sage 50cloud,Emailing Network 2016,0,0,Small Segment Accounting Sage 50cloud,38.1703303,44.384105
0,DISPLAY,131,0,0,2018-12-01,0,0,64514,ES,80,0,Small Segment Accounting Sage 50cloud,PremiumElMundo ,0,0,Small Segment Accounting Sage 50cloud,388.37428,451.598
0,DISPLAY,380,0,0,2018-12-01,0,0,80930,ES,204,0,Small Segment Accounting Sage 50cloud,PremiumElPais ,0,0,Small Segment Accounting Sage 50cloud,278.3992,323.72
0,DISPLAY,0,0,0,2018-12-01,0,0,0,ES,16,0,Small Segment Accounting Sage 50cloud,wetransfer.com,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,6,0,0,2018-12-02,0,0,608,ES,10,0,Small Segment Accounting Sage 50cloud,Emailing Network 2016,0,0,Small Segment Accounting Sage 50cloud,46.13822428,53.649098
0,DISPLAY,90,0,0,2018-12-02,0,0,65080,ES,80,0,Small Segment Accounting Sage 50cloud,PremiumElMundo ,0,0,Small Segment Accounting Sage 50cloud,391.7816,455.56
0,DISPLAY,417,0,0,2018-12-02,0,0,92674,ES,209,0,Small Segment Accounting Sage 50cloud,PremiumElPais ,0,0,Small Segment Accounting Sage 50cloud,318.79856,370.696
0,DISPLAY,0,0,0,2018-12-02,0,0,0,ES,23,0,Small Segment Accounting Sage 50cloud,wetransfer.com,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,7,0,0,2018-12-03,0,0,432,ES,13,0,Small Segment Accounting Sage 50cloud,Emailing Network 2016,0,0,Small Segment Accounting Sage 50cloud,32.78246384,38.119144
0,DISPLAY,60,0,0,2018-12-03,0,0,52650,ES,175,2,Small Segment Accounting Sage 50cloud,PremiumElMundo ,0,0,Small Segment Accounting Sage 50cloud,316.953,368.55
0,DISPLAY,73,0,0,2018-12-03,0,0,18491,ES,104,0,Small Segment Accounting Sage 50cloud,PremiumElPais ,0,0,Small Segment Accounting Sage 50cloud,63.60904,73.964
0,DISPLAY,0,0,0,2018-12-03,0,0,0,ES,91,1,Small Segment Accounting Sage 50cloud,wetransfer.com,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,3,0,0,2018-12-04,0,0,296,ES,4,0,Small Segment Accounting Sage 50cloud,Emailing Network 2016,0,0,Small Segment Accounting Sage 50cloud,22.46202868,26.118638
0,DISPLAY,54,0,0,2018-12-04,0,0,64318,ES,223,0,Small Segment Accounting Sage 50cloud,PremiumElMundo ,0,0,Small Segment Accounting Sage 50cloud,387.19436,450.226
0,DISPLAY,0,1,1,2018-12-04,0,0,0,ES,63,0,Small Segment Accounting Sage 50cloud,PremiumElPais ,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,0,0,1,2018-12-04,0,1,0,ES,71,1,Small Segment Accounting Sage 50cloud,wetransfer.com,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,1,0,0,2018-12-05,0,0,177,ES,3,0,Small Segment Accounting Sage 50cloud,Emailing Network 2016,0,0,Small Segment Accounting Sage 50cloud,13.4316907,15.618245
0,DISPLAY,47,0,0,2018-12-05,0,0,56807,ES,170,1,Small Segment Accounting Sage 50cloud,PremiumElMundo ,0,0,Small Segment Accounting Sage 50cloud,341.97814,397.649
0,DISPLAY,0,0,0,2018-12-05,0,0,1,ES,52,0,Small Segment Accounting Sage 50cloud,PremiumElPais ,0,0,Small Segment Accounting Sage 50cloud,0.00344,0.004
0,DISPLAY,0,0,0,2018-12-05,0,0,0,ES,64,0,Small Segment Accounting Sage 50cloud,wetransfer.com,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,0,0,0,2018-12-06,0,0,162,ES,2,0,Small Segment Accounting Sage 50cloud,Emailing Network 2016,0,0,Small Segment Accounting Sage 50cloud,12.29340674,14.294659
0,DISPLAY,86,0,0,2018-12-06,0,0,64189,ES,82,0,Small Segment Accounting Sage 50cloud,PremiumElMundo ,0,0,Small Segment Accounting Sage 50cloud,386.41778,449.323
0,DISPLAY,0,0,0,2018-12-06,0,0,0,ES,22,0,Small Segment Accounting Sage 50cloud,PremiumElPais ,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,0,0,0,2018-12-06,0,0,0,ES,16,0,Small Segment Accounting Sage 50cloud,wetransfer.com,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,0,0,0,2018-12-07,0,0,148,ES,0,0,Small Segment Accounting Sage 50cloud,Emailing Network 2016,0,0,Small Segment Accounting Sage 50cloud,11.23102208,13.059328
0,DISPLAY,50,0,0,2018-12-07,0,0,44926,ES,97,1,Small Segment Accounting Sage 50cloud,PremiumElMundo ,0,0,Small Segment Accounting Sage 50cloud,270.45452,314.482
0,DISPLAY,0,0,0,2018-12-07,0,0,0,ES,21,2,Small Segment Accounting Sage 50cloud,PremiumElPais ,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,0,0,0,2018-12-07,0,0,0,ES,30,2,Small Segment Accounting Sage 50cloud,wetransfer.com,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,1,0,0,2018-12-08,0,0,86,ES,2,0,Small Segment Accounting Sage 50cloud,Emailing Network 2016,0,0,Small Segment Accounting Sage 50cloud,6.52610484,7.588494
0,DISPLAY,54,0,0,2018-12-08,0,0,41976,ES,70,0,Small Segment Accounting Sage 50cloud,PremiumElMundo ,0,0,Small Segment Accounting Sage 50cloud,252.69552,293.832
0,DISPLAY,0,0,0,2018-12-08,0,0,0,ES,4,0,Small Segment Accounting Sage 50cloud,PremiumElPais ,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,0,0,0,2018-12-08,0,0,0,ES,6,0,Small Segment Accounting Sage 50cloud,wetransfer.com,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,2,0,0,2018-12-09,0,0,113,ES,1,0,Small Segment Accounting Sage 50cloud,Emailing Network 2016,0,0,Small Segment Accounting Sage 50cloud,8.57501958,9.970953
0,DISPLAY,107,0,0,2018-12-09,0,0,52750,ES,97,0,Small Segment Accounting Sage 50cloud,PremiumElMundo ,0,0,Small Segment Accounting Sage 50cloud,317.555,369.25
0,DISPLAY,0,0,0,2018-12-09,0,0,0,ES,11,0,Small Segment Accounting Sage 50cloud,PremiumElPais ,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,0,0,0,2018-12-09,0,0,0,ES,15,0,Small Segment Accounting Sage 50cloud,wetransfer.com,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,0,0,0,2018-12-10,0,0,133,ES,2,0,Small Segment Accounting Sage 50cloud,Emailing Network 2016,0,0,Small Segment Accounting Sage 50cloud,10.09277854,11.735789
0,DISPLAY,74,0,0,2018-12-10,0,0,78080,ES,180,0,Small Segment Accounting Sage 50cloud,PremiumElMundo ,0,0,Small Segment Accounting Sage 50cloud,470.0416,546.56
0,DISPLAY,56,0,0,2018-12-10,0,0,44743,ES,111,0,Small Segment Accounting Sage 50cloud,PremiumElPais ,0,0,Small Segment Accounting Sage 50cloud,153.91592,178.972
0,DISPLAY,0,0,0,2018-12-10,0,0,0,ES,69,0,Small Segment Accounting Sage 50cloud,wetransfer.com,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,1,0,0,2018-12-11,0,0,113,ES,1,0,Small Segment Accounting Sage 50cloud,Emailing Network 2016,0,0,Small Segment Accounting Sage 50cloud,8.57503936,9.970976
0,DISPLAY,0,0,0,2018-12-11,0,0,7,ES,159,0,Small Segment Accounting Sage 50cloud,PremiumElMundo ,0,0,Small Segment Accounting Sage 50cloud,0.04214,0.049
0,DISPLAY,126,2,2,2018-12-11,0,0,82291,ES,208,2,Small Segment Accounting Sage 50cloud,PremiumElPais ,0,0,Small Segment Accounting Sage 50cloud,283.08104,329.164
0,DISPLAY,0,0,0,2018-12-11,0,0,0,ES,57,0,Small Segment Accounting Sage 50cloud,wetransfer.com,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,0,0,0,2018-12-12,0,0,74,ES,0,0,Small Segment Accounting Sage 50cloud,Emailing Network 2016,0,0,Small Segment Accounting Sage 50cloud,5.61549728,6.529648
0,DISPLAY,0,0,0,2018-12-12,0,0,2,ES,117,0,Small Segment Accounting Sage 50cloud,PremiumElMundo ,0,0,Small Segment Accounting Sage 50cloud,0.01204,0.014
0,DISPLAY,202,0,0,2018-12-12,0,0,114261,ES,293,1,Small Segment Accounting Sage 50cloud,PremiumElPais ,0,0,Small Segment Accounting Sage 50cloud,393.05784,457.044
0,DISPLAY,0,0,0,2018-12-12,0,0,0,ES,49,0,Small Segment Accounting Sage 50cloud,wetransfer.com,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,0,0,0,2018-12-13,0,0,90,ES,2,0,Small Segment Accounting Sage 50cloud,Emailing Network 2016,0,0,Small Segment Accounting Sage 50cloud,6.82965474,7.941459
0,DISPLAY,0,0,0,2018-12-13,0,0,0,ES,139,0,Small Segment Accounting Sage 50cloud,PremiumElMundo ,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,165,0,0,2018-12-13,0,0,106025,ES,290,2,Small Segment Accounting Sage 50cloud,PremiumElPais ,0,0,Small Segment Accounting Sage 50cloud,364.726,424.1
0,DISPLAY,0,0,0,2018-12-13,0,0,0,ES,50,3,Small Segment Accounting Sage 50cloud,wetransfer.com,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,0,0,0,2018-12-14,0,0,47,ES,1,0,Small Segment Accounting Sage 50cloud,Emailing Network 2016,0,0,Small Segment Accounting Sage 50cloud,3.56661522,4.147227
0,DISPLAY,0,0,0,2018-12-14,0,0,0,ES,50,0,Small Segment Accounting Sage 50cloud,PremiumElMundo ,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,293,1,1,2018-12-14,0,0,131970,ES,348,1,Small Segment Accounting Sage 50cloud,PremiumElPais ,0,0,Small Segment Accounting Sage 50cloud,453.9768,527.88
0,DISPLAY,0,0,0,2018-12-14,0,0,0,ES,31,0,Small Segment Accounting Sage 50cloud,wetransfer.com,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,0,0,0,2018-12-15,0,0,35,ES,1,0,Small Segment Accounting Sage 50cloud,Emailing Network 2016,0,0,Small Segment Accounting Sage 50cloud,2.65598702,3.088357
0,DISPLAY,0,0,0,2018-12-15,0,0,0,ES,31,1,Small Segment Accounting Sage 50cloud,PremiumElMundo ,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,232,0,0,2018-12-15,0,0,74964,ES,122,1,Small Segment Accounting Sage 50cloud,PremiumElPais ,0,0,Small Segment Accounting Sage 50cloud,257.87616,299.856
0,DISPLAY,0,0,0,2018-12-15,0,0,0,ES,9,0,Small Segment Accounting Sage 50cloud,wetransfer.com,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,0,0,0,2018-12-16,0,0,49,ES,0,0,Small Segment Accounting Sage 50cloud,Emailing Network 2016,0,0,Small Segment Accounting Sage 50cloud,3.71837168,4.323688
0,DISPLAY,0,0,0,2018-12-16,0,0,0,ES,42,0,Small Segment Accounting Sage 50cloud,PremiumElMundo ,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,202,0,0,2018-12-16,0,0,86630,ES,116,0,Small Segment Accounting Sage 50cloud,PremiumElPais ,0,0,Small Segment Accounting Sage 50cloud,298.0072,346.52
0,DISPLAY,0,0,0,2018-12-16,0,0,0,ES,7,0,Small Segment Accounting Sage 50cloud,wetransfer.com,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,1,0,0,2018-12-17,0,0,50,ES,0,0,Small Segment Accounting Sage 50cloud,Emailing Network 2016,0,0,Small Segment Accounting Sage 50cloud,3.79426582,4.411937
0,DISPLAY,0,0,0,2018-12-17,0,0,0,ES,81,0,Small Segment Accounting Sage 50cloud,PremiumElMundo ,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,43,0,0,2018-12-17,0,0,17548,ES,254,2,Small Segment Accounting Sage 50cloud,PremiumElPais ,0,0,Small Segment Accounting Sage 50cloud,60.36512,70.192
0,DISPLAY,0,0,0,2018-12-17,0,0,0,ES,51,0,Small Segment Accounting Sage 50cloud,wetransfer.com,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,0,0,0,2018-12-18,0,0,46,ES,0,0,Small Segment Accounting Sage 50cloud,Emailing Network 2016,0,0,Small Segment Accounting Sage 50cloud,3.4907185,4.058975
0,DISPLAY,0,0,0,2018-12-18,0,0,0,ES,79,0,Small Segment Accounting Sage 50cloud,PremiumElMundo ,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,0,3,4,2018-12-18,1,0,1,ES,225,2,Small Segment Accounting Sage 50cloud,PremiumElPais ,0,0,Small Segment Accounting Sage 50cloud,0.00344,0.004
0,DISPLAY,0,0,0,2018-12-18,0,0,0,ES,53,1,Small Segment Accounting Sage 50cloud,wetransfer.com,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,1,0,0,2018-12-19,0,0,32,ES,0,0,Small Segment Accounting Sage 50cloud,Emailing Network 2016,0,0,Small Segment Accounting Sage 50cloud,2.42832782,2.823637
0,DISPLAY,0,0,0,2018-12-19,0,0,0,ES,79,0,Small Segment Accounting Sage 50cloud,PremiumElMundo ,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,0,0,0,2018-12-19,0,0,0,ES,155,0,Small Segment Accounting Sage 50cloud,PremiumElPais ,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,0,0,0,2018-12-19,0,0,0,ES,32,0,Small Segment Accounting Sage 50cloud,wetransfer.com,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,0,0,0,2018-12-20,0,0,42,ES,0,0,Small Segment Accounting Sage 50cloud,Emailing Network 2016,0,0,Small Segment Accounting Sage 50cloud,3.18718666,3.706031
0,DISPLAY,0,0,0,2018-12-20,0,0,0,ES,68,2,Small Segment Accounting Sage 50cloud,PremiumElMundo ,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,0,0,0,2018-12-20,0,0,0,ES,201,0,Small Segment Accounting Sage 50cloud,PremiumElPais ,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,0,0,0,2018-12-20,0,0,0,ES,45,1,Small Segment Accounting Sage 50cloud,wetransfer.com,0,0,Small Segment Accounting Sage 50cloud,0,0
0,DISPLAY,0,0,0,2018-12-21,0,0,12,ES,0,0,Small Segment Accounting Sage 50cloud,Emailing Network 2016,0,0,Small Segment Accounting Sage 50cloud,0.91062132,1.058862
